File,label,score
IN_2021_09c95114840eac11f8c80de69b89df75.html.gz,HUMAN,0.312858765906348
IN_2021_0325186c40e07bfae381f5ed21ee52b4.html.gz,HUMAN,0.187513057452252
IN_2021_009fce93a31b030e956cb8393820b2b8.html.gz,HUMAN,0.27216412673889134
IN_2021_054625049c30a30c0a04db135b4415b7.html.gz,HUMAN,0.2143212306760634
IN_2021_07836cf6d752b77105d659b54da9aed8.html.gz,HUMAN,0.24981548499209602
IN_2021_0b41da76d3e39ff1d610b00b3237b522.html.gz,HUMAN,0.2774596010792451
IN_2021_0a671dda995b0b65572b230b44dcb35c.html.gz,HUMAN,0.40757335902765107
IN_2021_09cd268cdadb8233835a9571aba09ab7.html.gz,HUMAN,0.3103235742024154
IN_2021_0cc0d44daf5d998a62db305252be3d98.html.gz,HUMAN,0.29312050122616906
IN_2021_1196c250fc90d5ec44ccb9e55077c153.html.gz,HUMAN,0.4118367379472507
IN_2021_1c8fc664ffabc6d92cbfe7ffdf7d25dd.html.gz,HUMAN,0.1926386396356673
IN_2021_1cc8283a246a6ea5d73326904dc4b9cf.html.gz,HUMAN,0.19272445196762006
IN_2021_21839c4a306538f9c27ee5b041b42a66.html.gz,HUMAN,0.4023320372637665
IN_2021_1de37b7c8c87770a20f161cee41101ba.html.gz,HUMAN,0.21323845488049786
IN_2021_21ab5fafb358ddecb87c147598075552.html.gz,AI,0.5233241570802118
IN_2021_27d8c967a168a4dc1e49246212077e0a.html.gz,HUMAN,0.20911454910450838
IN_2021_28e008efac4b96d7a8c678062a081198.html.gz,HUMAN,0.3120099757095286
IN_2021_2d26e97e4532d9d873c1ea569283141d.html.gz,HUMAN,0.23711825014940593
IN_2021_36aa24d8c67a6caa01f8212ae920438a.html.gz,HUMAN,0.22938280002325193
IN_2021_313f22608efc092299dfc725f473247a.html.gz,HUMAN,0.18750119619190225
IN_2021_38b058bd9e0eb50f90c58306e24aed88.html.gz,HUMAN,0.2966935168891282
IN_2021_3e027c9f1bd5f7c7d82cd5630c33e8fb.html.gz,HUMAN,0.18752038916548927
IN_2021_4c9f7203a2e8b05607e7996aa776cd3c.html.gz,HUMAN,0.22806467756624707
IN_2021_4d5cae7d8b8cb0a11d9e66776e6409d4.html.gz,AI,0.9464898777637168
IN_2021_47a0afd43898203beb37e22299d80081.html.gz,HUMAN,0.22218481077895802
IN_2021_4d6e3cb50e1f585ae68986f028f2fc46.html.gz,HUMAN,0.2036263749655176
IN_2021_4e5e6ab64586d9009c8f94e7f7713310.html.gz,HUMAN,0.30051505065307726
IN_2021_50d70ddd740eac1ba03c8ffe201c3c78.html.gz,HUMAN,0.18771618551048674
IN_2021_5179e183d325a40ed7afec50ba74b51f.html.gz,HUMAN,0.20387686716668912
IN_2021_57b999ae2adcc0d6fee05d16ae3e1e9c.html.gz,HUMAN,0.27084942358010056
IN_2021_588dc869ed360b8fd6dad434c9e1af34.html.gz,HUMAN,0.18750866940935257
IN_2021_5a214c48a6d351c1f714c86a7f79001c.html.gz,HUMAN,0.3713957689880085
IN_2021_5d5cdd0b0d4d0fcd123d6e8daccd148b.html.gz,HUMAN,0.19477487481316172
IN_2021_5b8af41ba727ee24b3611b3229cc6ba0.html.gz,HUMAN,0.4224097347368179
IN_2021_5de49931a732584c3c877fae257e360c.html.gz,HUMAN,0.21856384347465305
IN_2021_5e6ba70ed46335b4d78fc2eff9b4d57b.html.gz,HUMAN,0.31978416745467814
IN_2021_5e7a3d32180f37697bc00a513cd3e67c.html.gz,HUMAN,0.19884244485708458
IN_2021_622ae251123f90cbf070f0e2549b9caa.html.gz,HUMAN,0.23492671575292223
IN_2021_6bfee6e715d288fe5f52525cdad4da7e.html.gz,HUMAN,0.27084027770708985
IN_2021_6c7d65bc1d08cf43c38bf43680c7373b.html.gz,HUMAN,0.19759053540197682
IN_2021_70f175c89e738d5ac107c9ee52460c57.html.gz,HUMAN,0.20718694335889346
IN_2021_73b7e64af4399d181250c06a9e25ccb5.html.gz,HUMAN,0.18755980374670328
IN_2021_7ec1e131c470ccae7e06e572446ec4ce.html.gz,HUMAN,0.18759779057316273
IN_2021_794a490a2147135508c40337d609ebf1.html.gz,HUMAN,0.25694255621251233
IN_2021_7f6ed29e434c15e4ab88aa1c390ff62f.html.gz,HUMAN,0.300117774970251
IN_2021_7f822ce310b031f759cb8ed6979f404a.html.gz,HUMAN,0.24921410463581067
IN_2021_8b4085da0d4b352f7c350dee705ca907.html.gz,HUMAN,0.3367335621442297
IN_2021_8cd3b13edca61b4e2943fb793f08c107.html.gz,HUMAN,0.19390664750788653
IN_2021_930631078f306cd6b78b5a67ae70093e.html.gz,HUMAN,0.23763744477818902
IN_2021_912a8b71a044d30ffdaa79d98b149426.html.gz,HUMAN,0.18796233792105338
IN_2021_965716f6ef575b2833cf9c1a08f3d19d.html.gz,AI,0.7864404712170363
IN_2021_9675c23d6e1e04dd8eec7a5c98ec53e1.html.gz,HUMAN,0.19216928723013926
IN_2021_96eb144efe2d1c02716106ce26b59c25.html.gz,HUMAN,0.19240223899616304
IN_2021_9cca653fe8a244113d3e9b12cf1d3b63.html.gz,HUMAN,0.25694255621251233
IN_2021_9e9fb0542e8139e07fdf22756cdf5780.html.gz,HUMAN,0.23528707199491547
IN_2021_9a9067415aa9853624862c4aeea3ba36.html.gz,HUMAN,0.19225327638066853
IN_2021_a42b5675918256fa8aea734971a092bd.html.gz,AI,0.9765754380863237
IN_2021_af22548be9fccac0b30a651f4e492f30.html.gz,HUMAN,0.1896829064834318
IN_2021_af290a814aaf13d25cf4b60b0e7509e4.html.gz,HUMAN,0.2075364030685006
IN_2021_b1c24e4424eb5ef22f89ca5ac86ce948.html.gz,HUMAN,0.18961695515075885
IN_2021_b1739b910266b1ed373173998b563a0e.html.gz,HUMAN,0.1882820932417602
IN_2021_b1482ec546630d886fa697362cbf9168.html.gz,AI,0.5745983510504362
IN_2021_b1e1975478665a84c561776e08176288.html.gz,AI,0.8795763293819443
IN_2021_b214775a7be12979a0fda88fe9244d45.html.gz,HUMAN,0.24948525658608764
IN_2021_b833066f6cc78a11df59a52004bda8f8.html.gz,HUMAN,0.2356352933640934
IN_2021_b2c42484d475c3210b4fd5efaa4d87d7.html.gz,AI,0.9976039549056138
IN_2021_be72820c6d5039b9a4c260f0453621a6.html.gz,HUMAN,0.18925377183719852
IN_2021_bf331ebba3bcf4c96c9f16a8dfa8e41a.html.gz,HUMAN,0.2950351336030901
IN_2021_c03b0bc3421b9db489680c7c59b68f22.html.gz,HUMAN,0.21615369325088435
IN_2021_c466c5b866796a886c7dcf5768aecb09.html.gz,AI,0.522203357418518
IN_2021_c9008df29dcad182b504a85b5e8e9b38.html.gz,AI,0.9988074979958026
IN_2021_ca4c808c90e16424b178203f3ea3f8f1.html.gz,HUMAN,0.3665283709410143
IN_2021_cbce674cd55dc498f3b199877f916bf7.html.gz,AI,0.619605234350973
IN_2021_cbeed9c39a477d8c79c287d37f682f78.html.gz,HUMAN,0.21176322562301067
IN_2021_cef7fe13d25431687c2555c372c5fbf0.html.gz,HUMAN,0.19002788398735418
IN_2021_cc69f73a77bffc104be48a0bee3548ce.html.gz,HUMAN,0.18910667601448483
IN_2021_cf1f092466a011718e01efb70cac9d34.html.gz,AI,0.5606209085493097
IN_2021_d581188801903d4b34a857a77401682f.html.gz,HUMAN,0.20226035503787032
IN_2021_d63817895710962f6770f30e8985d300.html.gz,HUMAN,0.294519652794619
IN_2021_daf47ec5e1c95481c6c49e8e8702e3c1.html.gz,AI,0.7983415531304761
IN_2021_e008c13dd7d3979afbe7fd0a58eba38a.html.gz,HUMAN,0.18759230747994954
IN_2021_d66471cb4ab4c914d092df546c2d741f.html.gz,HUMAN,0.19913190608817324
IN_2021_e36bad4e328e091bf33565b6b34c2881.html.gz,HUMAN,0.19189903189657795
IN_2021_e3f5d69161a16ab16d38b44585d75d02.html.gz,HUMAN,0.2989313709692055
IN_2021_e47c6964d847f036095c8ad4bde0e8db.html.gz,HUMAN,0.219855018583492
IN_2021_e8374dff2add1dd9f513123431318197.html.gz,HUMAN,0.20300929971972262
IN_2021_eff07d1703ed2137b173f136f77c165c.html.gz,AI,0.5553860311760335
IN_2021_eb9beb16111717efaeec5534db8577f7.html.gz,HUMAN,0.24420067517735278
IN_2021_f0d9d7d527d865c074d09ac4b76a6a10.html.gz,HUMAN,0.19160224700587708
IN_2021_f478decf99f70b38f7112796b96e87df.html.gz,HUMAN,0.19083718983042153
IN_2021_ef98e3c714214d3b32c10f617b7b1791.html.gz,AI,0.7957272803331322
IN_2021_f756c7c752581efebda3f4407c6a1f36.html.gz,AI,0.7489861262887868
IN_2021_f816eab6914445068e21a53521e41fd4.html.gz,HUMAN,0.3099042974647253
IN_2021_fd1631f1389f1c3e2f06e25091530eeb.html.gz,HUMAN,0.2025742156825209
