File,label,score
WI_2021_3e6bb33ecdd8e507241e16d13f3ae144.html.gz,HUMAN,0.24866016260173085
WI_2021_3bafedbafc11b295055a1ac51d8d3060.html.gz,HUMAN,0.27998091448736
WI_2021_171104bbffb8a152b066e4cdd0a15d8c.html.gz,HUMAN,0.23840931229997514
WI_2021_4fdb64ee54d867b965d093126bee8de9.html.gz,HUMAN,0.1874871602526284
WI_2021_38f85c38b14fec9fc0c2cab0a2140b5f.html.gz,HUMAN,0.18752038916548927
WI_2021_55551033f17be3ec2347f9a83a6c247f.html.gz,HUMAN,0.20747108120200272
WI_2021_683eec48aa7f401fc26e9a848e8ef454.html.gz,HUMAN,0.390731344128452
WI_2021_5d0fe92c60611160d77c52c401df3685.html.gz,AI,0.7795335821404372
WI_2021_73c3842f011aed2dc4a57b5da9a3aaf3.html.gz,HUMAN,0.1885248185044477
WI_2021_6469380477cecdd1a265be5b5aeaa27c.html.gz,HUMAN,0.18750240441463353
WI_2021_7a4e7699790acdc75bc89cc6c73a08fc.html.gz,AI,0.6510419535283909
WI_2021_833451983bbf669d11647b312460df35.html.gz,AI,0.6377925209582327
WI_2021_9749e49825ad000749d6a21b4043f681.html.gz,HUMAN,0.2619427860665365
WI_2021_a6b277c52c5c588bab3d66a2857a8b2d.html.gz,AI,0.6687224543435857
WI_2021_9c62ad61b820f094b3d3a11f4e37b8b3.html.gz,HUMAN,0.21525463821795954
WI_2021_afe8de211a480942dee34077d2181c01.html.gz,HUMAN,0.19101596763775827
WI_2021_b850653168fd746206ee01d42a9fe71e.html.gz,HUMAN,0.18930237551569445
WI_2021_bf9d571adad8ba84a01fc1ee5f0de3ff.html.gz,HUMAN,0.19957750618755293
WI_2021_ba4e62c5cea7567efcf04e0dc8208c96.html.gz,HUMAN,0.18791195769061927
WI_2021_dd3f45ec41682b450a49fcae01efc57d.html.gz,HUMAN,0.18755140484811017
WI_2021_e1ba12667437add22cdcf00aa9c25dbe.html.gz,HUMAN,0.3968305499104169
WI_2021_e74542d44cb5ad5a0d9a1d13c04abb7c.html.gz,HUMAN,0.3017123147519979
WI_2021_f82ebfda5d0a6950492f4e33dd050a5f.html.gz,AI,0.6687224543435857
WI_2021_fff7db554ac5aa48673a997e2f73d259.html.gz,HUMAN,0.3270248543506008
