Link,Score,Prediction
KY_2024_c1c55bb3d0e1efee973208bc69f19c1d.html.gz,0.951724112033844,Most likely human-generated
KY_2024_c26cad8a17035838a30d3459d2208711.html.gz,0.965753436088562,Most likely human-generated
KY_2024_c578fc96cd000cf510e91b3f54cbfda7.html.gz,1.0204081535339355,Most likely human-generated
KY_2024_c79d7df743dc03d6a409d0f662eb6eb3.html.gz,0.9384615421295166,Most likely human-generated
KY_2024_c805de13ee082da06f0f81a1444e54f2.html.gz,0.9943181872367859,Most likely human-generated
KY_2024_c9dab66ce6fa8e7e0ecbe1f4c779b3cd.html.gz,1.0080645084381104,Most likely human-generated
KY_2024_d01faba1916c689d2f35ae95e7277e81.html.gz,0.9436089992523193,Most likely human-generated
KY_2024_d330ad6576468f0ea04df536129a6aa6.html.gz,0.9586206674575806,Most likely human-generated
KY_2024_d63537cd6c21681a9fbe60c7ca0f019a.html.gz,1.0325202941894531,Most likely human-generated
KY_2024_d66d61200d9bbcb772efadef6f6a1a85.html.gz,1.0285714864730835,Most likely human-generated
KY_2024_d81eed74f4be2ed233cc070947af6088.html.gz,0.9529411792755127,Most likely human-generated
KY_2024_d82ecfd582ea64385b6f4c5095ee5cd9.html.gz,1.0120482444763184,Most likely human-generated
KY_2024_dc5a4a16747ea7e76d6a1ec3d789590a.html.gz,1.0076335668563843,Most likely human-generated
KY_2024_dffa8d608d7336695ba33d9e5d4c6e21.html.gz,0.9623655676841736,Most likely human-generated
KY_2024_e28b6fc0e9b03fe9213c0ed5259828dd.html.gz,1.0,Most likely human-generated
KY_2024_e3fbcdcacad8d06881a7f40442bb6302.html.gz,0.9679487347602844,Most likely human-generated
KY_2024_e48444973ad20ecf81a395f5c9d2a005.html.gz,0.95652174949646,Most likely human-generated
KY_2024_e5fb688e45a28d37d9e45831278b89a6.html.gz,1.0537633895874023,Most likely human-generated
KY_2024_e7f5ae1fb079b5de7772720d8e0e0bab.html.gz,0.9503816962242126,Most likely human-generated
KY_2024_e9b938bed0eff8b66080a86fcd62a32d.html.gz,1.0203251838684082,Most likely human-generated
KY_2024_ea3f5a2d7bd23f513af368fbeac43616.html.gz,0.9808917045593262,Most likely human-generated
KY_2024_eb028d4dcddb3a902a9d05aaf86428aa.html.gz,1.0040485858917236,Most likely human-generated
KY_2024_ecae0e3b073a6532ceff80bc5267d4ce.html.gz,1.0329670906066895,Most likely human-generated
KY_2024_ed5ecefdcc6121f9af98eb2a14a4c489.html.gz,0.993630588054657,Most likely human-generated
KY_2024_f118d991afb52f3e07c82f3740deda03.html.gz,0.9594594836235046,Most likely human-generated
KY_2024_f19039f05e8a68456099b048f0f81ac9.html.gz,1.0235294103622437,Most likely human-generated
KY_2024_f252063dbffed1e608573632e677e460.html.gz,0.9613259434700012,Most likely human-generated
KY_2024_f736c7d9054ce40aad010c41534817a2.html.gz,1.0449438095092773,Most likely human-generated
KY_2024_f8757649107780c4f48ce799aa8c205d.html.gz,1.0153061151504517,Most likely human-generated
KY_2024_f8ae883b20d78e386251dd57dd36e125.html.gz,0.9935064911842346,Most likely human-generated
KY_2024_fa653de91c0f9d46c16ec39726e0644b.html.gz,1.0437500476837158,Most likely human-generated
KY_2024_faa1a0e16e97a8962576274ba8989a5c.html.gz,0.9767441749572754,Most likely human-generated
KY_2024_fcb431b4ba98e4ea288b3b9d3728bac3.html.gz,1.0414201021194458,Most likely human-generated
KY_2024_feb8d3e2d3694552c4aeb3b4c87f8ae1.html.gz,0.9894737005233765,Most likely human-generated
