Link,Score,Prediction
MA_2022_0787948b19e9c086df83511dff4411a3.html.gz,0.9939024448394775,Most likely human-generated
MA_2022_095683180d9bfbfbf9dc3dc896ad5eee.html.gz,0.8232043981552124,Most likely AI-generated
MA_2022_48f4e10f20fa480a1fdc0ed9a60bfe52.html.gz,0.9717513918876648,Most likely human-generated
MA_2022_7a2679309879b4de4f0a1e7fba76094f.html.gz,1.0111111402511597,Most likely human-generated
MA_2022_866d458a7d127eb88c78766da40aff47.html.gz,1.0675675868988037,Most likely human-generated
MA_2022_c0405ae747e0ad7c7e2aa273b6f7c4c6.html.gz,1.01129949092865,Most likely human-generated
MA_2022_d4b03e13e477e5cc2f69aefd2bd0c0cd.html.gz,1.029585838317871,Most likely human-generated
