File,label,score
WI_2020_6fb7811dcede86b01902c08539dccabe.html.gz,HUMAN,0.2173918226539822
WI_2020_6ddac86e0a436f9fcc6e2641a94f50fe.html.gz,HUMAN,0.34022663108328094
WI_2020_612e3b8a0cc54e4dece3057509a2aa29.html.gz,HUMAN,0.24130061776335057
WI_2020_943be693a4a17e785ddc45f92820f985.html.gz,HUMAN,0.2246979048397373
WI_2020_6c488557c33e0d0e1ecb7676b78bb68f.html.gz,HUMAN,0.23236806849707678
WI_2020_9503591b2dcd5cf7a5f6d23e867f2741.html.gz,HUMAN,0.18798326209754226
WI_2020_b831580ce3d9031becb0c65b9aaed6ca.html.gz,HUMAN,0.18753750749341458
WI_2020_bbe69155ddba6df66fd0044f3e920f7f.html.gz,HUMAN,0.4306429182077186
WI_2020_d0c9d715569e05e11bee67c84f383d79.html.gz,HUMAN,0.24115684591951844
WI_2020_fe8cd327af848e08b27492068cb12aec.html.gz,HUMAN,0.4728316981386683
WI_2020_d474a29848f186a077ad1698e485ad22.html.gz,HUMAN,0.48836047915864533
WI_2020_e07e90ea7524e642d8c66951c1579293.html.gz,HUMAN,0.1915415508359761
