File,label,score
RI_2020_36e294acbb5106c8acc28cdeafd27b79.html.gz,HUMAN,0.20055881790546665
RI_2020_28401dd742830893900257015551c591.html.gz,HUMAN,0.33248926473115686
RI_2020_02ac71ada67e4199d4d165fae409fd54.html.gz,HUMAN,0.2029220666795764
RI_2020_20eff2d5e0a6bd77baf4dcfc6dfc07c1.html.gz,HUMAN,0.33562225009271124
RI_2020_04969096c8f68293348c9442157ea245.html.gz,HUMAN,0.1910744926042272
RI_2020_56c3fcdd47d24cd4c5d63b1e718ce606.html.gz,AI,0.5755463794822985
RI_2020_574e293e95a9054d302457d051639878.html.gz,AI,0.6972237749437287
RI_2020_40290dbae5f3ca4162431ecd26d4c488.html.gz,HUMAN,0.22842008067587904
RI_2020_47aefc8679e5625339a8bdc63153a153.html.gz,HUMAN,0.1912449703982499
RI_2020_72bd9ebcb22c6df8354cd22b5543853b.html.gz,HUMAN,0.20992859496146019
RI_2020_7433e467cf086634e1179ef50b2e4614.html.gz,HUMAN,0.34694453595170666
RI_2020_839f1a038b08169fc75256b13b32acd3.html.gz,HUMAN,0.3425154567559365
RI_2020_867fb57382c8849e0e480876bc24f757.html.gz,HUMAN,0.3875497346971694
RI_2020_8e80837674f81a4798ef910cfc8223be.html.gz,AI,0.6510419535283909
RI_2020_9027d0a806b50cbe8de9473bc8d7259a.html.gz,HUMAN,0.23662362341378895
RI_2020_9ed37c45036457d24d702a2a6a23c7c6.html.gz,HUMAN,0.18839330711250674
RI_2020_a6054a4287ccde22d19307bafa74b7a2.html.gz,HUMAN,0.4756262346349487
RI_2020_b1b8d3b39add4cdf48dd08747731f20b.html.gz,HUMAN,0.19011371063196084
RI_2020_b461eddcfa318f70706c4b5988184dca.html.gz,HUMAN,0.40696820304563447
RI_2020_b4edb45fb1089075fe61b5d5a2d1de86.html.gz,AI,0.6164427765651543
RI_2020_e28b04fbff7e052c40e09a6adca009c9.html.gz,AI,0.5646581722711433
RI_2020_f85fe2f287b614d1b5e8666a4ae381f9.html.gz,HUMAN,0.44629707979671207
