File,version,documents
LA_2020_2c3d3ec65a3b7bda72c071bdc78e5899.html.gz,2025-01-09-base,"[{'sentences': [{'generated_prob': 4.680946221924387e-05, 'sentence': 'Menu Prosecutors have charged a West Seneca, New York, man with criminally negligent homicide after a dispute over wearing a face covering left an 80-year-old man dead.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 5.756415339419618e-05, 'sentence': ""Donald Lewinski, 65 of West Seneca, was taken into custody Monday following an incident September 26 at Pamp's Red Zone Bar and Grill."", 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 6.584578659385443e-05, 'sentence': 'According to Erie County District Attorney John Flynn, Lewinski got into a verbal confrontation with Rocco Sapienza - another regular at the bar - after Sapienza noticed Lewinski was not wearing a mask while bringing buckets of beer to a band playing outside.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 4.0957664168672636e-05, 'sentence': 'At one point, Flynn said Sapienza got up and confronted Lewinski.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 4.634711149265058e-05, 'sentence': 'That\'s when Lewinski stood up and pushed Sapienza ""hard"" with both hands, the D.A.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 1.072321265382925e-05, 'sentence': 'said.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.5845059755956754e-05, 'sentence': 'Sapienza fell back and hit his head on the ground.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.78342010662891e-05, 'sentence': 'Sapienza was taken to Erie County Medical Center in nearby Buffalo, where he was unresponsive for four days.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.540876059560105e-05, 'sentence': 'He died on September 30.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 4.275176615919918e-05, 'sentence': 'The cause of death is blunt force trauma to the head, authorities said.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 5.200598025112413e-05, 'sentence': 'The owner of Pamp\'s Red Zone released this statement:""We are all deeply saddened by the loss of Rocco.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 9.41546750254929e-05, 'sentence': 'He was a part of our Red Zone family and loved by all.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 8.392541349167004e-05, 'sentence': 'Our deepest sympathies go out to Rocco\'s family.""', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 4.0835613617673516e-05, 'sentence': 'Lewinski is set to appear in court on Tuesday.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 4.799252565135248e-05, 'sentence': 'A celebration of life for Sapienza will take place Tuesday at 11 a.m. at the Southtown Christian Center.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 2.5738137992448173e-05, 'sentence': 'This article was written by WKBW.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 2.9354097932809964e-05, 'sentence': 'Global Coronavirus Tracker:See map hereData from The Center for Systems Science and Engineering at Johns Hopkins University.', 'perplexity': 0, 'highlight_sentence_for_ai': False}], 'paragraphs': [{'start_sentence_index': 0, 'num_sentences': 17, 'completely_generated_prob': 4.571217651318373e-15}], 'completely_generated_prob': 0.005030853279880518, 'class_probabilities': {'human': 0.9949691467201195, 'ai': 0.005030853279880518, 'mixed': 0}, 'average_generated_prob': 0, 'predicted_class': 'human', 'confidence_score': 0.9949691467201195, 'confidence_category': 'high', 'confidence_scores_raw': {'identity': {'ai': 0.005030853279880518, 'human': 0.9949691467201195, 'mixed': 0}}, 'confidence_thresholds_raw': {'identity': {'ai': {'reject': 0.65, 'low': 0.75, 'medium': 0.92}, 'human': {'reject': 0.7, 'low': 0.82, 'medium': 0.92}, 'mixed': {'reject': 0.7, 'low': 0.8, 'medium': 0.88}}}, 'overall_burstiness': 0, 'writing_stats': {}, 'subclass': {'ai': {}, 'human': {}, 'mixed': {}}, 'result_message': 'Our detector is highly confident that the text is written entirely by a human.', 'document_classification': 'HUMAN_ONLY', 'version': '2025-01-09-base', 'language': 'en', 'pageNumber': 0, 'inputText': 'Menu Prosecutors have charged a West Seneca, New York, man with criminally negligent homicide after a dispute over wearing a face covering left an 80-year-old man dead. Donald Lewinski, 65 of West Seneca, was taken into custody Monday following an incident September 26 at Pamp\'s Red Zone Bar and Grill. According to Erie County District Attorney John Flynn, Lewinski got into a verbal confrontation with Rocco Sapienza - another regular at the bar - after Sapienza noticed Lewinski was not wearing a mask while bringing buckets of beer to a band playing outside. At one point, Flynn said Sapienza got up and confronted Lewinski. That\'s when Lewinski stood up and pushed Sapienza ""hard"" with both hands, the D.A. said. Sapienza fell back and hit his head on the ground. Sapienza was taken to Erie County Medical Center in nearby Buffalo, where he was unresponsive for four days. He died on September 30. The cause of death is blunt force trauma to the head, authorities said. The owner of Pamp\'s Red Zone released this statement:""We are all deeply saddened by the loss of Rocco. He was a part of our Red Zone family and loved by all. Our deepest sympathies go out to Rocco’s family."" Lewinski is set to appear in court on Tuesday. A celebration of life for Sapienza will take place Tuesday at 11 a.m. at the Southtown Christian Center. This article was written by WKBW. Global Coronavirus Tracker:See map hereData from The Center for Systems Science and Engineering at Johns Hopkins University.'}]"
LA_2020_4079ac5a1701b33320ce877e4302d29f.html.gz,2025-01-09-base,"[{'sentences': [{'generated_prob': 5.627725840895437e-05, 'sentence': 'WGNO Please enter a search term.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 5.204565968597308e-05, 'sentence': 'Please enter a search term.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.7663707189494744e-05, 'sentence': ""Like most women in their 40's, Tamica Lee is a woman who does it all."", 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.350189217599109e-05, 'sentence': 'Married for 13 years to the love of her life, Barry Smith, Tamica works full time and is also a mother to two children, Hunter, 18 and Rani, 12.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.160533742629923e-05, 'sentence': 'A New Orleans native, Tamica is busy balancing her work as the anchor of “Good Morning New Orleans” for ABC affiliate, WGNO-26, with her extensive charity work and family life.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.550106339389458e-05, 'sentence': 'Tamica is also a die-hard Saints fan and has close ties to the organization.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.0791881727054715e-05, 'sentence': 'Her late father, Bivian Lee, Jr. was a cornerback for the New Orleans Saints from 1971-76.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.419881977606565e-05, 'sentence': 'Starting in junior high school, Tamica performed at New Orleans Saints games.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 3.910376472049393e-05, 'sentence': 'After graduating high school from Ursuline Academy in New Orleans, Tamica enrolled at the University of Louisiana Lafayette, where she majored in Communications and Dance.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 4.6796594688203186e-05, 'sentence': 'From 2001-2005, she served as a member of the New Orleans Saints Cheerleading squad, the New Orleans Saintsations.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 5.215141936787404e-05, 'sentence': 'A highly esteemed Live Event Director/Choreographer offered Tamica a job at her company which specializes in large-scale sporting events.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 5.1822004024870694e-05, 'sentence': 'Tamica accepted and started to hone her leadership skills.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.002463878132402897, 'sentence': 'She traveled the world and worked on many Super Bowl pregame shows and with major talent from the entertainment world.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.002672721864655614, 'sentence': 'Tamica is the former Appearance Team coordinator for the New Orleans Saintsations and works closely with her brother, Sonny, on his non- profit mentorship foundation, Son of A Saint.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.002810407429933548, 'sentence': 'The foundation was established in honor of their father.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0022665730211883783, 'sentence': ""Giving back to the community is an integral part of Tamica's life."", 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0021589784882962704, 'sentence': 'After a sudden health scare, Tamica sought after her dream of being on television and approached New Orleans WWL-TV.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.00265530776232481, 'sentence': 'When the Super Bowl came to town, Tamica was asked to do a piece on the activities and people involved.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.002844200935214758, 'sentence': 'After the airing, New Orleans CBS affiliate WWL-TV called and offered a full-time job as their Morning Traffic Anchor.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0030849904287606478, 'sentence': 'The job was a dream come true.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0029077602084726095, 'sentence': 'She was able to learn and develop as a reporter and anchor, and was then offered an anchor position onWGNO.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0019578449428081512, 'sentence': 'Tamica Lee prides herself on her New Orleans roots and just like the city, she is authentic and real.', 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0021398316603153944, 'sentence': ""She is New Orleans through and through and has been seen on Bravo's Southern Charm: New Orleans, where she showcases her deep love for her city, friends and family."", 'perplexity': 0, 'highlight_sentence_for_ai': False}, {'generated_prob': 0.0027036506216973066, 'sentence': ""Stay tuned, because she's just getting started!"", 'perplexity': 0, 'highlight_sentence_for_ai': False}], 'paragraphs': [{'start_sentence_index': 0, 'num_sentences': 24, 'completely_generated_prob': 3.0444088223900345e-21}], 'completely_generated_prob': 0.01604403346699664, 'class_probabilities': {'human': 0.9839559665330034, 'ai': 0.01604403346699664, 'mixed': 0}, 'average_generated_prob': 0, 'predicted_class': 'human', 'confidence_score': 0.9839559665330034, 'confidence_category': 'high', 'confidence_scores_raw': {'identity': {'ai': 0.01604403346699664, 'human': 0.9839559665330034, 'mixed': 0}}, 'confidence_thresholds_raw': {'identity': {'ai': {'reject': 0.65, 'low': 0.75, 'medium': 0.92}, 'human': {'reject': 0.7, 'low': 0.82, 'medium': 0.92}, 'mixed': {'reject': 0.7, 'low': 0.8, 'medium': 0.88}}}, 'overall_burstiness': 0, 'writing_stats': {}, 'subclass': {'ai': {}, 'human': {}, 'mixed': {}}, 'result_message': 'Our detector is highly confident that the text is written entirely by a human.', 'document_classification': 'HUMAN_ONLY', 'version': '2025-01-09-base', 'language': 'en', 'pageNumber': 0, 'inputText': 'WGNO Please enter a search term. Please enter a search term. Like most women in their 40’s, Tamica Lee is a woman who does it all. Married for 13 years to the love of her life, Barry Smith, Tamica works full time and is also a mother to two children, Hunter, 18 and Rani, 12. A New Orleans native, Tamica is busy balancing her work as the anchor of “Good Morning New Orleans” for ABC affiliate, WGNO-26, with her extensive charity work and family life. Tamica is also a die-hard Saints fan and has close ties to the organization. Her late father, Bivian Lee, Jr. was a cornerback for the New Orleans Saints from 1971-76. Starting in junior high school, Tamica performed at New Orleans Saints games. After graduating high school from Ursuline Academy in New Orleans, Tamica enrolled at the University of Louisiana Lafayette, where she majored in Communications and Dance. From 2001-2005, she served as a member of the New Orleans Saints Cheerleading squad, the New Orleans Saintsations. A highly esteemed Live Event Director/Choreographer offered Tamica a job at her company which specializes in large-scale sporting events. Tamica accepted and started to hone her leadership skills. She traveled the world and worked on many Super Bowl pregame shows and with major talent from the entertainment world. Tamica is the former Appearance Team coordinator for the New Orleans Saintsations and works closely with her brother, Sonny, on his non- profit mentorship foundation, Son of A Saint. The foundation was established in honor of their father. Giving back to the community is an integral part of Tamica’s life. After a sudden health scare, Tamica sought after her dream of being on television and approached New Orleans WWL-TV. When the Super Bowl came to town, Tamica was asked to do a piece on the activities and people involved. After the airing, New Orleans CBS affiliate WWL-TV called and offered a full-time job as their Morning Traffic Anchor. The job was a dream come true. She was able to learn and develop as a reporter and anchor, and was then offered an anchor position onWGNO. Tamica Lee prides herself on her New Orleans roots and just like the city, she is authentic and real. She is New Orleans through and through and has been seen on Bravo’s Southern Charm: New Orleans, where she showcases her deep love for her city, friends and family. Stay tuned, because she’s just getting started!'}]"
