File,label,score
WA_2023_030ea42e2593abfe9cd8165561732961.html.gz,HUMAN,0.20897337738691596
WA_2023_1b1eaee33e0b7afdeb00bfa1245f676e.html.gz,HUMAN,0.2567969390862605
WA_2023_315ea746bfaf774a49aa7392a8cb3ab2.html.gz,AI,0.6786520593823787
WA_2023_0162dc889ec56aa7f1268f9fe2e6cef9.html.gz,HUMAN,0.22219142899440658
WA_2023_00314dc9c884f5aaaf304ecb9e162695.html.gz,AI,0.7930954603432383
WA_2023_40a42714646622ad5c2cb367f1fe0c5c.html.gz,HUMAN,0.19904995914253912
WA_2023_4a6d7bf2b0cee12de1c73465871790cb.html.gz,HUMAN,0.25840928302740995
WA_2023_4c8bd2bcc0ba5f57ffc5580b7543c261.html.gz,HUMAN,0.21215563594317513
WA_2023_4de08017fca110a0eced490ab0649be5.html.gz,HUMAN,0.23871744215656285
WA_2023_540d4ca62216da8db346ae0081859815.html.gz,HUMAN,0.362286245412224
WA_2023_6c97a24bea779aa3acd6534b954186a5.html.gz,HUMAN,0.24100168067868336
WA_2023_5d79b0418d2437e63889ee894cc6487d.html.gz,HUMAN,0.22342579861704026
WA_2023_640b4bae0061dd8fa72d34e86e6296d4.html.gz,HUMAN,0.1949808399481116
WA_2023_546ed2cb6564f992d7c6675169c8f2db.html.gz,HUMAN,0.18888781967420035
WA_2023_56859354584738eb9dfe23353b6c7e2c.html.gz,HUMAN,0.21611079267955838
WA_2023_8c2791d27334c95bc473eebf6eb2419a.html.gz,AI,0.569925890153297
WA_2023_8c6a59130a7bcd1a9f9e2afd47304c7b.html.gz,HUMAN,0.20319305206901156
WA_2023_7407e3f6e0cf24d552bd72391dbe4fb1.html.gz,AI,0.5175228413526133
WA_2023_78f5e72e44d9b93d25f08ac6c2a014b2.html.gz,HUMAN,0.18843549049005087
WA_2023_975f3b7b6053332b7ba36b0a4d96c615.html.gz,HUMAN,0.24688190031500215
WA_2023_994c9578d902afa9f420e746fe0055bd.html.gz,HUMAN,0.19013801654957385
WA_2023_9abbc66e37b413b6dac89cf2373f5606.html.gz,AI,0.6827620494069104
WA_2023_a397b9d314542bd7dd342b7ba115ed8c.html.gz,HUMAN,0.4021621791688184
WA_2023_a46ade036dbdd0a80c20e377040d4275.html.gz,HUMAN,0.2749500042317441
WA_2023_b21ed2ac2445a79081d4949c29cb5291.html.gz,HUMAN,0.22219142899440658
WA_2023_bbb526eeb92707524dc4d56928df6f9d.html.gz,HUMAN,0.201581275140057
WA_2023_bf4646ab7eb22601623cef3bfd653cce.html.gz,HUMAN,0.19734941955469001
WA_2023_bff8cf552746a4aa2b333e881b381058.html.gz,HUMAN,0.4062339713784658
WA_2023_c45375e2aedc460aef6266c860594690.html.gz,HUMAN,0.201581275140057
WA_2023_cb1375d6233712ca274022ab477a9808.html.gz,HUMAN,0.21114802710130265
WA_2023_cbf1089f0c7f1cea143cd8eca8c7dfec.html.gz,HUMAN,0.18954277174676967
WA_2023_d5294421435993f43ac908bc174e7ae3.html.gz,HUMAN,0.1899568562850634
WA_2023_e14243e154dfd885a024bfcab17fc4c2.html.gz,HUMAN,0.18825654922604587
WA_2023_ddd5ecf1772bb4677f42e733593ef7b0.html.gz,HUMAN,0.2565062787625143
WA_2023_e345189b29bb64f887d2ec76b64c4383.html.gz,HUMAN,0.22675717313999053
WA_2023_e78555daa8898be990fcea7b32b72068.html.gz,HUMAN,0.187506193621101
WA_2023_ecf9bd888ede5813f7a634abd3c132b8.html.gz,HUMAN,0.3838715105073756
WA_2023_ee6b30c45c296326d25c66530e7a01ac.html.gz,HUMAN,0.2946504287728383
WA_2023_f4cdc2ed3881737bc6cde29cfc652d0a.html.gz,HUMAN,0.3283965821818753
WA_2023_f36a4be8fc4efd5000ae8fa9d0f76064.html.gz,HUMAN,0.21309732959471464
WA_2023_f71a7b080db26f76a8ad06633967b4eb.html.gz,HUMAN,0.22219142899440658
WA_2023_f95920a797bf5eaccdc9485ead7f6b64.html.gz,HUMAN,0.23920192717321037
WA_2023_fabbfc41874d914e5aa132248595b689.html.gz,HUMAN,0.3152809110749681
WA_2023_ffa7916fb3a6b6cafead571173653d5f.html.gz,HUMAN,0.3121305025928831
