File,label,score
AR_2023_0cfe369421104397912d34ed5253376d.html.gz,HUMAN,0.1882167983965826
AR_2023_05664bab96e0d6ff54913bab04508c3d.html.gz,HUMAN,0.19034744315533392
AR_2023_0979040bfca39a87f43a2dee91124afd.html.gz,AI,0.5629418529453434
AR_2023_150b7977228908ced56a3875868a21ba.html.gz,HUMAN,0.2806816178102556
AR_2023_3d1fbb749f0f9a6bad788f4f8e776453.html.gz,HUMAN,0.2856821583541258
AR_2023_70a690de299831dc469361b32cb29b86.html.gz,HUMAN,0.1915415508359761
AR_2023_b3cda8a14ff4d11eda46d5306f1247d6.html.gz,HUMAN,0.22225135212513095
AR_2023_9efd7e7e25c72aef89a9c9c3b72593b1.html.gz,HUMAN,0.19107253110075623
AR_2023_d0964a41beae8658a8fdc63fbe073c8c.html.gz,HUMAN,0.20088483829263254
AR_2023_f9a03862a0a1825edf4c55b764310cdd.html.gz,AI,0.6979919192469756
AR_2023_d4adcb379f039625c4d09a8e830c70dc.html.gz,HUMAN,0.27373306472174375
AR_2023_df442f02ecbc79db6d474949dcbe0037.html.gz,HUMAN,0.21772263409204023
AR_2023_fb224b25900620c5b9e561cf8c560dec.html.gz,HUMAN,0.1915415508359761
