File,label,score
MI_2022_116d279e9f5a4e5aa9b4e405362d12a1.html.gz,HUMAN,0.19358546434589968
MI_2022_1d364195b68d4930af2ac9b2e20dd2d3.html.gz,HUMAN,0.1874753370524407
MI_2022_17055f40118e2d5a14ff3ec032bf0315.html.gz,HUMAN,0.20542410992440074
MI_2022_279b430a8aecff61e866e63b488eedfc.html.gz,HUMAN,0.20061453775955396
MI_2022_1d70df558c110f53a2964c923c3d2256.html.gz,HUMAN,0.19402204466262155
MI_2022_217ad8f38710cc8afe3a8a31b46f5030.html.gz,HUMAN,0.18824258424943818
MI_2022_45e88908bf484841dd950bc7dbf9f9fa.html.gz,HUMAN,0.2456250737281524
MI_2022_45beaf8fdd4364ab3669b43491e746f5.html.gz,HUMAN,0.21194479096263766
MI_2022_32eef27c90479698e02be50b83ca6c6b.html.gz,HUMAN,0.18774563510624329
MI_2022_4b49f139897905a2a7433e7ba61b6100.html.gz,HUMAN,0.314850751922462
MI_2022_6d7b5084895d1f8e3c732b7c3a42e585.html.gz,AI,0.5188493659688069
MI_2022_50b74a3c7cdb9de4c4c286297190cdb5.html.gz,HUMAN,0.43000225977302825
MI_2022_93b2fa9bd258751f90975790d69a57d3.html.gz,HUMAN,0.23919892900359577
MI_2022_937547a436a1fe3f6b2143ea145525ea.html.gz,HUMAN,0.23359070071938604
MI_2022_b448f77106ad86ad4391117a0b13bd8f.html.gz,HUMAN,0.19823186127912434
MI_2022_e491e397098785760ace202b968a26c0.html.gz,HUMAN,0.2048232275691231
MI_2022_e6b879f686b8261f6ce711df396d2824.html.gz,HUMAN,0.3280528389114576
